source_id,glds_prefix,sample_id,parse_status,true_label,condition_raw,condition_stratum,organism,taxon_id,species_common_name,material_type,model_system,biospecimen_type,assay_modality,feature_namespace,genotype_or_ecotype,genotype_or_ecotype_type,parental_strain_or_background,allele_or_variant,light_treatment,replicate_hint,spaceflight_environment,ground_control_type,task_family,task_id,variant,processed_file_status,local_sample_table_path,local_matrix_path
OSD-207,GLDS-207,KCNQ370_Female_Ground_Control-03,parsed,Ground,w1118...KCNQ370...Ground.Control,w1118_KCNQ370,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,w1118_KCNQ370,drosophila_background_variant,w1118,KCNQ370,,sample_03,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-207,GLDS-207,KCNQ370_Female_Ground_Control-04,parsed,Ground,w1118...KCNQ370...Ground.Control,w1118_KCNQ370,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,w1118_KCNQ370,drosophila_background_variant,w1118,KCNQ370,,sample_04,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-207,GLDS-207,KCNQ370_Female_Space_Flown-17,parsed,LEO_or_ISS,w1118...KCNQ370...Space.Flight,w1118_KCNQ370,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,w1118_KCNQ370,drosophila_background_variant,w1118,KCNQ370,,sample_17,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-207,GLDS-207,KCNQ370_Female_Space_Flown-18,parsed,LEO_or_ISS,w1118...KCNQ370...Space.Flight,w1118_KCNQ370,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,w1118_KCNQ370,drosophila_background_variant,w1118,KCNQ370,,sample_18,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-207,GLDS-207,KCNQ370_Female_Space_Flown-19,parsed,LEO_or_ISS,w1118...KCNQ370...Space.Flight,w1118_KCNQ370,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,w1118_KCNQ370,drosophila_background_variant,w1118,KCNQ370,,sample_19,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-207,GLDS-207,KCNQ370_Female_Space_Flown-20,parsed,LEO_or_ISS,w1118...KCNQ370...Space.Flight,w1118_KCNQ370,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,w1118_KCNQ370,drosophila_background_variant,w1118,KCNQ370,,sample_20,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-207,GLDS-207,KCNQ97_Female_Ground_Control-05,parsed,Ground,w1118...Wild.Type...Ground.Control,w1118_Wild.Type,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,w1118_Wild.Type,drosophila_background_variant,w1118,Wild.Type,,sample_05,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-207,GLDS-207,KCNQ97_Female_Ground_Control-06,parsed,Ground,w1118...Wild.Type...Ground.Control,w1118_Wild.Type,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,w1118_Wild.Type,drosophila_background_variant,w1118,Wild.Type,,sample_06,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-207,GLDS-207,KCNQ97_Female_Ground_Control-07,parsed,Ground,w1118...Wild.Type...Ground.Control,w1118_Wild.Type,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,w1118_Wild.Type,drosophila_background_variant,w1118,Wild.Type,,sample_07,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-207,GLDS-207,KCNQ97_Female_Ground_Control-08,parsed,Ground,w1118...Wild.Type...Ground.Control,w1118_Wild.Type,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,w1118_Wild.Type,drosophila_background_variant,w1118,Wild.Type,,sample_08,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-207,GLDS-207,KCNQ97_Female_Space_Flown-21,parsed,LEO_or_ISS,w1118...Wild.Type...Space.Flight,w1118_Wild.Type,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,w1118_Wild.Type,drosophila_background_variant,w1118,Wild.Type,,sample_21,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-207,GLDS-207,KCNQ97_Female_Space_Flown-22,parsed,LEO_or_ISS,w1118...Wild.Type...Space.Flight,w1118_Wild.Type,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,w1118_Wild.Type,drosophila_background_variant,w1118,Wild.Type,,sample_22,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-207,GLDS-207,KCNQ97_Female_Space_Flown-23,parsed,LEO_or_ISS,w1118...Wild.Type...Space.Flight,w1118_Wild.Type,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,w1118_Wild.Type,drosophila_background_variant,w1118,Wild.Type,,sample_23,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-207,GLDS-207,KCNQ97_Female_Space_Flown-24,parsed,LEO_or_ISS,w1118...Wild.Type...Space.Flight,w1118_Wild.Type,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,w1118_Wild.Type,drosophila_background_variant,w1118,Wild.Type,,sample_24,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-207,GLDS-207,Sei_ts1-Female_Ground_Control-09,parsed,Ground,Canton.S...Sei.ts1...Ground.Control,Canton.S_Sei.ts1,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,Canton.S_Sei.ts1,drosophila_background_variant,Canton.S,Sei.ts1,,sample_09,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-207,GLDS-207,Sei_ts1-Female_Ground_Control-10,parsed,Ground,Canton.S...Sei.ts1...Ground.Control,Canton.S_Sei.ts1,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,Canton.S_Sei.ts1,drosophila_background_variant,Canton.S,Sei.ts1,,sample_10,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-207,GLDS-207,Sei_ts1-Female_Ground_Control-11,parsed,Ground,Canton.S...Sei.ts1...Ground.Control,Canton.S_Sei.ts1,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,Canton.S_Sei.ts1,drosophila_background_variant,Canton.S,Sei.ts1,,sample_11,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-207,GLDS-207,Sei_ts1-Female_Ground_Control-12,parsed,Ground,Canton.S...Sei.ts1...Ground.Control,Canton.S_Sei.ts1,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,Canton.S_Sei.ts1,drosophila_background_variant,Canton.S,Sei.ts1,,sample_12,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-207,GLDS-207,Sei_ts1-Female_Space_Flown-25,parsed,LEO_or_ISS,Canton.S...Sei.ts1...Space.Flight,Canton.S_Sei.ts1,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,Canton.S_Sei.ts1,drosophila_background_variant,Canton.S,Sei.ts1,,sample_25,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-207,GLDS-207,Sei_ts1-Female_Space_Flown-26,parsed,LEO_or_ISS,Canton.S...Sei.ts1...Space.Flight,Canton.S_Sei.ts1,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,Canton.S_Sei.ts1,drosophila_background_variant,Canton.S,Sei.ts1,,sample_26,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-207,GLDS-207,Sei_ts1-Female_Space_Flown-27,parsed,LEO_or_ISS,Canton.S...Sei.ts1...Space.Flight,Canton.S_Sei.ts1,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,Canton.S_Sei.ts1,drosophila_background_variant,Canton.S,Sei.ts1,,sample_27,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-207,GLDS-207,Sei_ts1-Female_Space_Flown-28,parsed,LEO_or_ISS,Canton.S...Sei.ts1...Space.Flight,Canton.S_Sei.ts1,Drosophila melanogaster,7227,fruit_fly,whole_organism_or_tissue,drosophila_spaceflight,female_whole_body,bulk_rna_seq,species_gene_ids_pending,Canton.S_Sei.ts1,drosophila_background_variant,Canton.S,Sei.ts1,,sample_28,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,drosophila_whole_body,local_processed_counts_and_sample_table_present,data/multispecies/drosophila/GLDS-207_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/drosophila/GLDS-207_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ws-2_sl-pool_FLT_Rep1_R1-FL-C1,parsed,LEO_or_ISS,Space.Flight...Ws.2,Ws.2,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ws.2,arabidopsis_ecotype,,,,Rep1,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ler-0_sl-pool_FLT_Rep1_R1-FL-C2,parsed,LEO_or_ISS,Space.Flight...Ler.0,Ler.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ler.0,arabidopsis_ecotype,,,,Rep1,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Cvi-0_sl-pool_FLT_Rep1_R1-FL-C3,parsed,LEO_or_ISS,Space.Flight...Cvi.0,Cvi.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Cvi.0,arabidopsis_ecotype,,,,Rep1,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ws-2_sl-pool_FLT_Rep2_R1-FL-C4,parsed,LEO_or_ISS,Space.Flight...Ws.2,Ws.2,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ws.2,arabidopsis_ecotype,,,,Rep2,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ler-0_sl-pool_FLT_Rep2_R1-FL-C5,parsed,LEO_or_ISS,Space.Flight...Ler.0,Ler.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ler.0,arabidopsis_ecotype,,,,Rep2,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Ws-2_sl-pool_FLT_Rep3_R1-FL-D1,parsed,LEO_or_ISS,Space.Flight...Ws.2,Ws.2,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Ws.2,arabidopsis_ecotype,,,,Rep3,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
OSD-37,GLDS-37,Atha_Cvi-0_sl-pool_FLT_Rep2_R1-FL-D2,parsed,LEO_or_ISS,Space.Flight...Cvi.0,Cvi.0,Arabidopsis thaliana,3702,thale_cress,plant_tissue,arabidopsis_spaceflight,seedling_pool,bulk_rna_seq,species_gene_ids_pending,Cvi.0,arabidopsis_ecotype,,,,Rep2,spaceflight,ground_control,multispecies_spaceflight,draft_multispecies_spaceflight,arabidopsis_seedling_pool,local_processed_counts_and_sample_table_present,data/multispecies/arabidopsis/GLDS-37_rna_seq_SampleTable_GLbulkRNAseq.csv,data/multispecies/arabidopsis/GLDS-37_rna_seq_Normalized_Counts_GLbulkRNAseq.csv
